no_plan;nombre_piece;surface_reelle;type_local;surface_carre
76;1;35;Appartement;19.5
101;2;38;Appartement;37.25
283;1;20;Appartement;18.41
70;4;81;Appartement;80
10;2;38;Appartement;39.04
118;2;39;Appartement;38.31
211;2;42;Appartement;41.55
79;2;48;Appartement;48.9
395;4;83;Appartement;83.74
30;3;84;Appartement;132.42
215;3;67;Appartement;67.25
156;3;56;Appartement;55.81
49;1;30;Appartement;29.77
14;1;24;Appartement;24.57
59;2;54;Appartement;46.72
1;1;10;Appartement;8.09
61;1;17;Appartement;55.19
41;2;36;Appartement;36.08
41;1;12;Appartement;12.05
14;3;75;Appartement;77.49
30;1;32;Appartement;31.29
86;2;40;Appartement;40.57
227;1;30;Appartement;30.42
8;4;87;Appartement;83.55
154;2;25;Appartement;24.89
153;4;85;Appartement;85.39
45;3;75;Appartement;73.88
177;3;62;Appartement;62.02
349;2;49;Appartement;48.96
70;1;20;Appartement;19.2
114;1;18;Appartement;18.03
282;2;39;Appartement;44.62
119;4;65;Appartement;65.92
14;1;17;Appartement;20.04
41;4;72;Appartement;78.45
73;2;40;Appartement;43.4
23;3;65;Appartement;60.85
65;1;20;Appartement;19.77
119;4;95;Appartement;95.27
21;1;27;Appartement;26.36
70;2;46;Appartement;45.72
108;1;28;Appartement;24.86
283;3;71;Appartement;73.53
121;3;91;Appartement;90.86
153;3;67;Appartement;67.23
9;4;59;Appartement;62.46
186;2;39;Appartement;69.13
134;2;66;Appartement;65.95
77;2;49;Appartement;49.03
105;3;45;Appartement;45.24
253;3;79;Appartement;80.89
37;3;63;Appartement;62.53
146;3;51;Appartement;49.11
51;4;65;Appartement;65.24
1;1;20;Appartement;18.76
23;2;48;Appartement;49.06
3;3;54;Appartement;52.62
30;5;82;Appartement;78.55
54;4;85;Appartement;96.02
88;1;44;Appartement;45.05
257;2;44;Appartement;40.01
11;2;41;Appartement;42.23
324;3;63;Appartement;62.76
112;4;50;Appartement;58.05
79;5;80;Appartement;79.8
256;3;54;Appartement;55.87
177;3;61;Appartement;63.73
70;1;27;Appartement;27.25
108;4;98;Appartement;98.84
86;4;62;Appartement;64.33
72;2;36;Appartement;36.71
1;2;33;Appartement;32.48
98;1;27;Appartement;25.87
156;3;70;Appartement;63.58
233;1;29;Appartement;25.05
33;2;27;Appartement;26.93
201;2;45;Appartement;45
90;3;64;Appartement;54.2
60;3;63;Appartement;71.6
33;3;42;Appartement;43.11
165;2;49;Appartement;49.17
153;3;74;Appartement;71.87
26;5;110;Appartement;113.8
389;3;96;Appartement;90.18
87;2;44;Appartement;44.83
155;4;76;Appartement;77.2
85;3;63;Appartement;64.39
77;1;21;Appartement;23.19
125;4;61;Appartement;61.05
119;3;58;Appartement;55.62
320;5;120;Maison;121.54
146;2;38;Appartement;39.26
115;3;57;Appartement;56.28
94;3;64;Appartement;63.83
115;2;49;Appartement;49.91
67;3;59;Appartement;61.11
256;3;53;Appartement;54.37
73;3;37;Appartement;37.6
33;4;83;Appartement;83.35
234;4;89;Appartement;89.51
191;2;52;Appartement;51.74
5;3;51;Appartement;50.67
96;1;24;Appartement;24.04
108;1;27;Appartement;27.77
118;3;54;Appartement;53.41
20;2;48;Appartement;48.31
67;4;80;Appartement;83.07
123;3;64;Appartement;64.03
38;2;35;Appartement;31.14
76;4;90;Appartement;89.3
23;3;50;Appartement;59.41
110;2;31;Appartement;31.46
101;1;29;Appartement;29.31
157;1;18;Appartement;18.11
60;4;82;Appartement;82.16
116;4;75;Appartement;72.42
57;1;10;Appartement;12.07
44;4;76;Appartement;77.47
258;2;30;Appartement;29.1
42;3;76;Appartement;74.18
42;1;17;Appartement;17.54
216;1;28;Appartement;27.4
9;2;35;Appartement;32.31
263;2;46;Appartement;44.56
151;2;47;Appartement;73.79
69;1;42;Appartement;70
116;3;63;Appartement;62.37
81;4;89;Appartement;90.34
371;3;71;Appartement;72.31
3;5;92;Appartement;91.56
101;1;42;Appartement;35.74
145;3;35;Appartement;46.4
134;4;97;Appartement;88.06
158;5;110;Appartement;109.15
120;3;65;Appartement;56.17
36;4;91;Appartement;92.41
190;4;70;Appartement;72.06
70;3;63;Appartement;64.54
139;3;73;Appartement;69.1
94;2;35;Appartement;37.33
161;2;54;Appartement;52.97
101;3;72;Appartement;71.2
28;3;73;Appartement;72.42
41;3;52;Appartement;50.7
21;3;64;Appartement;60.03
17;3;60;Appartement;53.33
37;5;104;Appartement;100.1
72;2;48;Appartement;47.93
76;3;48;Appartement;47.9
165;2;46;Appartement;46.07
250;4;65;Appartement;64.6
30;1;28;Appartement;29.08
208;2;41;Appartement;36.98
94;1;13;Appartement;12.84
21;2;35;Appartement;32.25
38;2;47;Appartement;45.62
263;2;49;Appartement;49.68
121;3;51;Appartement;50.03
122;5;80;Appartement;90.33
43;4;73;Appartement;79.7
130;3;80;Appartement;66.23
79;4;70;Appartement;70.02
91;2;46;Appartement;38.1
45;4;68;Appartement;69.78
152;2;51;Appartement;51.07
43;1;12;Appartement;12.32
167;4;72;Maison;96.02
70;2;35;Appartement;34.2
100;1;23;Appartement;23.11
65;3;56;Maison;100.88
122;2;30;Appartement;29.26
61;3;54;Appartement;58.02
127;4;90;Appartement;90.1
75;2;27;Appartement;27.16
47;3;61;Appartement;61.79
43;3;48;Appartement;48.45
86;1;32;Appartement;33.13
92;2;22;Appartement;23.35
184;3;42;Appartement;44.89
149;1;26;Appartement;25.46
48;5;100;Appartement;97.15
6;2;39;Appartement;37.78
182;3;56;Appartement;53.67
12;3;53;Appartement;54.52
55;2;43;Appartement;61
149;1;20;Appartement;22.69
92;1;33;Appartement;33.53
90;4;110;Appartement;110.46
58;2;38;Appartement;39.36
121;2;41;Appartement;41.36
182;4;65;Appartement;65.73
58;4;81;Appartement;84.02
65;2;27;Appartement;27.81
79;3;55;Appartement;50.71
112;1;31;Appartement;32.18
181;3;54;Appartement;56.9
195;3;67;Appartement;67.66
67;3;60;Appartement;56.83
47;3;46;Appartement;46.91
114;1;17;Appartement;17.4
55;3;35;Appartement;38.71
195;3;54;Appartement;52.33
246;4;90;Appartement;92.21
53;4;124;Appartement;118.87
74;3;65;Appartement;49.4
94;1;22;Appartement;18.77
94;4;66;Appartement;66.49
46;3;80;Appartement;83.19
49;1;32;Appartement;33.14
8;4;123;Maison;114.1
165;3;61;Appartement;62.04
3;3;52;Appartement;52.81
248;3;80;Appartement;67.38
297;1;38;Appartement;38.28
354;4;80;Appartement;80.3
64;1;36;Appartement;37.09
36;4;83;Appartement;83.09
190;3;76;Appartement;56.24
37;4;85;Appartement;82.17
190;4;72;Appartement;73.16
62;5;156;Appartement;302.35
123;4;64;Appartement;64.93
42;4;80;Appartement;80.47
270;1;18;Appartement;15.51
85;3;69;Appartement;69.58
276;1;28;Appartement;27.86
119;2;42;Appartement;42.45
1;1;23;Appartement;18.04
6;1;20;Appartement;19.86
57;1;20;Appartement;16.14
125;4;59;Appartement;59.58
74;2;40;Appartement;33.66
14;3;61;Appartement;58.02
20;3;60;Appartement;59.97
214;2;32;Appartement;36.94
93;3;60;Appartement;58.8
130;3;50;Appartement;52.4
92;1;27;Appartement;26.8
159;3;54;Appartement;51.66
63;4;75;Appartement;68.57
192;1;21;Appartement;21.35
76;2;40;Appartement;41.25
96;1;27;Appartement;28.44
15;8;172;Maison;220.2
25;1;36;Appartement;35.45
51;4;63;Appartement;117.22
37;3;63;Appartement;65.07
261;3;74;Appartement;49.54
163;3;72;Appartement;72.13
104;4;84;Appartement;84.64
109;2;43;Appartement;42.81
33;4;90;Appartement;94.13
2;2;55;Appartement;61.61
16;3;55;Appartement;63.52
212;3;51;Appartement;51.33
12;3;69;Appartement;69.19
105;1;31;Appartement;30.5
30;3;51;Appartement;49.7
50;1;22;Appartement;21.11
297;3;61;Appartement;62.23
166;4;94;Appartement;94.84
78;2;47;Appartement;43.32
79;3;55;Appartement;56.02
65;2;53;Appartement;54.92
330;4;81;Appartement;81.29
22;2;30;Appartement;32.65
147;2;31;Appartement;32.1
27;2;45;Appartement;40.75
42;3;67;Appartement;66.13
188;2;44;Appartement;43.24
11;2;55;Appartement;50.3
61;3;62;Appartement;64.29
13;1;21;Appartement;21.64
2;1;18;Appartement;18.05
209;2;41;Appartement;49.91
195;5;104;Appartement;105.75
22;2;40;Appartement;38.58
41;3;61;Appartement;61.24
222;2;49;Appartement;50.46
86;3;65;Appartement;66.17
33;2;65;Appartement;66.08
101;1;14;Appartement;14.45
11;4;103;Appartement;105
71;1;24;Appartement;24.13
65;4;65;Appartement;69.03
19;3;46;Appartement;44.64
77;2;47;Appartement;46.01
40;3;52;Appartement;52.79
8;2;45;Appartement;44.56
329;2;46;Appartement;48.51
73;3;69;Appartement;71.03
5;2;36;Appartement;34.08
45;2;40;Appartement;43.15
165;1;24;Appartement;24.24
159;3;82;Appartement;82.24
38;2;31;Appartement;29.56
72;2;49;Appartement;49.06
236;2;64;Appartement;50.13
56;2;29;Appartement;31
61;4;73;Appartement;73.16
263;1;27;Appartement;24.68
116;5;72;Appartement;73.2
66;3;78;Appartement;77.23
63;1;32;Appartement;32.81
87;5;43;Appartement;40.91
113;3;60;Appartement;61.32
11;2;44;Appartement;43.38
42;4;65;Appartement;65.88
8;3;56;Appartement;57.02
99;3;53;Appartement;53.06
139;3;45;Appartement;46.1
72;2;43;Appartement;45.39
46;4;91;Appartement;91.34
158;3;73;Appartement;76.42
290;1;24;Appartement;24.4
64;3;50;Appartement;51.33
159;2;60;Appartement;60.6
32;1;20;Appartement;14.65
66;4;97;Appartement;97.07
14;3;74;Appartement;74.55
140;7;156;Maison;156.11
200;2;40;Appartement;40.82
158;3;74;Appartement;73.93
30;3;60;Appartement;55.68
185;5;113;Appartement;113.68
28;2;49;Appartement;49.6
85;1;27;Appartement;27.66
221;1;25;Appartement;26.01
113;3;56;Appartement;65
33;1;45;Appartement;39.61
42;5;78;Appartement;78.85
159;3;56;Appartement;56.69
246;2;34;Appartement;32.23
2;3;57;Appartement;56.02
35;2;50;Appartement;50.03
88;3;65;Appartement;66.86
114;1;17;Appartement;16.95
115;3;62;Appartement;62.52
232;3;73;Appartement;73.65
162;1;20;Appartement;18.51
101;4;84;Appartement;84.81
76;2;26;Appartement;22.83
102;3;63;Appartement;63.86
96;2;37;Appartement;38.23
94;2;48;Appartement;53.68
31;3;64;Appartement;69.02
161;3;69;Appartement;68.56
75;4;79;Appartement;75.62
9;2;30;Appartement;30.13
156;4;61;Appartement;63.56
47;4;72;Appartement;72.13
85;3;78;Appartement;84.45
109;4;90;Appartement;94.47
60;2;43;Appartement;40.39
180;6;144;Appartement;79.35
83;2;39;Appartement;39.05
1;2;30;Appartement;29.81
144;3;49;Appartement;49.72
318;3;66;Appartement;70.02
349;1;18;Appartement;16.37
61;2;68;Appartement;66.26
35;1;52;Appartement;51.28
57;4;82;Appartement;83.12
239;2;44;Appartement;43.74
60;1;28;Appartement;27.54
246;2;32;Appartement;33.16
32;1;25;Appartement;23.63
15;1;25;Appartement;24.82
201;3;64;Appartement;59.2
464;2;42;Appartement;41.6
101;4;91;Appartement;91.97
118;3;49;Appartement;47.47
20;5;119;Appartement;118.78
67;1;27;Appartement;24.9
6;2;37;Appartement;36.83
101;3;71;Appartement;71.18
54;3;71;Appartement;72.12
8;2;40;Appartement;40.88
80;3;103;Appartement;102.25
70;2;39;Appartement;38.86
130;3;50;Appartement;50.74
63;1;70;Appartement;72.32
153;5;103;Appartement;102.77
8;2;32;Appartement;31.05
38;2;35;Appartement;29.5
134;2;30;Appartement;26.96
48;2;35;Appartement;35.05
395;4;77;Appartement;76.7
162;3;70;Appartement;71.14
37;3;60;Appartement;52.84
162;1;33;Appartement;33.49
50;3;74;Appartement;74.61
81;3;60;Appartement;60.65
57;5;96;Maison;136.56
40;1;36;Appartement;31.61
177;2;40;Appartement;36.71
224;2;30;Appartement;30.6
33;3;72;Appartement;69.49
1;3;80;Appartement;80.98
79;4;62;Appartement;61.11
188;3;62;Appartement;62.6
76;1;24;Appartement;23.8
2;2;31;Appartement;27.85
208;4;67;Appartement;68.6
37;1;29;Appartement;29.03
40;3;140;Appartement;135.19
194;4;122;Maison;122.04
14;1;18;Appartement;16.86
36;5;85;Appartement;88.62
143;2;46;Appartement;44.73
10;2;45;Appartement;38.98
153;3;63;Appartement;64.73
151;1;28;Appartement;28.55
31;2;37;Appartement;37.24
101;3;71;Appartement;69.4
1;2;20;Appartement;10.3
77;1;23;Appartement;23.21
24;2;44;Appartement;44.49
17;1;33;Appartement;32.16
189;1;30;Appartement;30.19
53;2;40;Appartement;61.76
181;3;59;Appartement;56.8
214;2;42;Appartement;41.87
127;2;38;Appartement;38.74
304;3;62;Appartement;63.08
315;3;65;Appartement;66.08
174;1;38;Appartement;36.93
241;1;22;Appartement;21.24
53;3;64;Appartement;73.97
154;1;30;Appartement;29.33
82;4;83;Appartement;84.03
68;5;96;Appartement;95.62
163;3;120;Appartement;97.42
31;2;47;Appartement;47.04
30;3;69;Appartement;67.07
150;3;64;Appartement;64.89
91;2;47;Appartement;46.03
156;3;67;Appartement;67.54
201;3;67;Appartement;66.58
14;1;29;Appartement;29.04
283;3;69;Appartement;68.95
13;2;42;Appartement;42.7
36;3;61;Appartement;60.97
168;2;64;Appartement;63.74
44;2;45;Appartement;42.36
119;1;16;Appartement;17.43
14;2;38;Appartement;33.72
408;1;27;Appartement;28.1
127;3;53;Appartement;52.61
284;3;62;Appartement;61.18
30;1;25;Appartement;24.4
31;3;40;Maison;63.41
27;2;41;Appartement;42.97
14;4;63;Appartement;70.27
123;2;43;Appartement;43.64
64;2;48;Appartement;47.83
212;3;51;Appartement;51.3
112;3;49;Appartement;51.69
250;3;61;Appartement;61.88
113;3;67;Appartement;66.37
102;1;35;Appartement;32.26
162;2;41;Appartement;43.86
45;3;56;Appartement;58.03
35;2;39;Appartement;38.97
210;5;128;Maison;100.21
45;1;24;Appartement;24.56
6;3;76;Appartement;77.88
122;3;77;Appartement;76.65
26;5;150;Maison;83.47
117;3;60;Appartement;58.12
248;5;128;Appartement;125.38
164;3;67;Appartement;67
161;2;43;Appartement;43.25
16;4;60;Appartement;64.41
202;2;36;Appartement;33.03
76;2;42;Appartement;42.43
25;4;78;Appartement;77.76
5;2;36;Appartement;36.9
88;3;65;Appartement;65.18
118;3;55;Appartement;54.85
246;1;16;Appartement;17.15
312;3;30;Appartement;29.26
133;2;52;Appartement;32.75
103;3;63;Appartement;62.23
32;4;60;Maison;68.76
95;3;48;Appartement;49.28
158;1;34;Appartement;34.65
27;1;42;Appartement;43.3
231;1;21;Appartement;21.28
236;3;71;Appartement;70.56
141;3;52;Appartement;52.78
245;3;62;Appartement;62.13
5;2;30;Appartement;30.45
5;2;32;Appartement;30.48
186;3;65;Appartement;66
161;3;64;Appartement;64.12
166;2;46;Appartement;46
275;1;20;Appartement;20.16
215;1;20;Appartement;20
140;2;30;Appartement;30.14
195;2;50;Appartement;45.62
15;3;64;Appartement;65
203;2;34;Appartement;38.71
241;2;29;Appartement;25.39
315;2;45;Appartement;46.6
252;2;40;Maison;35.16
34;1;29;Appartement;29.1
13;2;37;Appartement;49.41
226;1;18;Appartement;18.6
37;2;47;Appartement;48.95
106;3;46;Appartement;39.6
437;5;112;Appartement;109.08
121;4;80;Maison;84.02
211;1;35;Appartement;35.94
168;3;46;Appartement;44.52
88;1;34;Appartement;32.72
254;1;37;Appartement;38.11
2;3;67;Appartement;67.06
34;1;25;Appartement;31.36
75;3;45;Appartement;46.01
135;1;25;Appartement;25
1;4;95;Appartement;95.32
176;4;77;Appartement;77.11
161;2;26;Appartement;53.7
39;2;43;Appartement;43.1
60;4;77;Maison;76.2
194;4;73;Appartement;64.78
57;1;29;Appartement;29
270;3;64;Appartement;64.78
95;2;42;Appartement;41.72
15;2;43;Appartement;29.5
11;2;40;Appartement;57.1
254;3;61;Appartement;61.59
23;3;68;Appartement;66.9
2;1;30;Appartement;29.44
214;3;48;Appartement;48.94
142;1;25;Appartement;21.81
26;1;25;Appartement;27.6
86;4;87;Maison;64.82
54;1;28;Appartement;29.03
137;2;39;Appartement;39.02
29;2;34;Appartement;34.08
123;2;47;Appartement;47.87
112;2;32;Appartement;33.34
4;4;67;Appartement;66.2
135;1;26;Appartement;24.3
351;3;55;Appartement;55.17
53;4;65;Appartement;64.61
34;2;47;Appartement;51.4
99;2;38;Appartement;41.64
4;3;60;Appartement;63.14
10;2;26;Appartement;29.9
104;3;53;Appartement;55.56
102;3;62;Maison;62.78
247;3;55;Appartement;60.25
155;2;32;Appartement;31.49
4;3;34;Appartement;39.5
58;3;59;Appartement;59.33
12;2;25;Appartement;26.02
351;3;57;Appartement;56.3
235;3;75;Appartement;66.41
146;3;92;Appartement;90.01
271;2;24;Appartement;24.35
101;2;44;Appartement;44.21
166;2;59;Appartement;58.23
33;2;44;Appartement;45.7
190;1;32;Appartement;31.15
13;3;50;Maison;66
375;5;95;Maison;94.91
186;1;20;Appartement;18
130;2;43;Appartement;43.72
123;2;42;Appartement;41.98
124;2;21;Appartement;20.31
130;1;23;Appartement;23.22
268;1;26;Appartement;25.47
125;2;39;Appartement;39.44
169;2;38;Appartement;29.18
93;4;76;Appartement;75.05
76;2;50;Appartement;42.02
60;3;54;Appartement;54.73
177;3;67;Appartement;60.04
146;2;39;Appartement;42.91
27;2;29;Appartement;28.4
144;2;37;Appartement;37.68
106;3;68;Appartement;67.16
130;1;22;Appartement;22.22
154;1;14;Appartement;14.4
229;5;72;Appartement;73.31
103;2;30;Appartement;27.3
130;3;63;Appartement;64.12
284;3;68;Appartement;65.04
229;4;62;Appartement;63
6;3;84;Appartement;25.07
176;4;73;Appartement;74.33
19;3;39;Appartement;40.5
82;3;51;Appartement;49.96
17;4;82;Appartement;81.22
79;3;62;Appartement;63.8
166;4;94;Appartement;93.65
75;3;56;Appartement;59.44
144;4;84;Appartement;88.12
90;3;67;Appartement;67.8
55;2;34;Appartement;30.35
99;2;26;Appartement;30.52
190;4;76;Appartement;78.55
79;3;49;Appartement;50.78
79;1;16;Appartement;16.32
163;3;58;Appartement;57.88
52;3;50;Appartement;46.49
359;4;80;Appartement;80.19
38;1;21;Appartement;27.84
90;1;36;Appartement;38.33
35;3;30;Maison;57.06
104;2;46;Appartement;43.9
71;2;38;Appartement;35.44
59;4;61;Appartement;60.82
259;2;46;Appartement;46.32
25;1;26;Appartement;26.05
185;2;40;Appartement;39.68
8;3;51;Appartement;53.56
109;3;62;Appartement;60.4
143;2;32;Appartement;32.77
52;2;35;Appartement;34.73
21;3;50;Appartement;44.91
92;3;57;Appartement;56.58
41;1;45;Appartement;43.02
41;2;40;Appartement;33.89
18;2;42;Appartement;42.9
23;1;31;Appartement;29.26
45;1;26;Appartement;26.23
123;2;42;Appartement;41.92
145;2;47;Appartement;47.31
236;2;37;Appartement;36.7
228;4;77;Appartement;79.04
120;1;28;Maison;40.06
20;3;47;Appartement;47.42
182;2;35;Appartement;35
125;3;54;Appartement;56.36
56;4;82;Appartement;81.85
101;1;28;Appartement;27.7
122;2;48;Appartement;49.02
136;3;65;Appartement;66.11
153;3;68;Appartement;68.06
23;4;97;Appartement;98.25
99;2;35;Appartement;31.17
79;1;18;Appartement;16.28
69;3;60;Appartement;62.55
186;2;45;Appartement;45.94
288;3;55;Appartement;55.44
194;2;34;Appartement;27.99
146;4;73;Appartement;72.79
132;4;79;Appartement;79.1
332;3;57;Appartement;56.85
145;2;28;Appartement;28.64
138;4;77;Appartement;76.88
192;1;31;Appartement;32.58
20;1;26;Appartement;26.26
149;2;45;Appartement;45.06
86;3;61;Appartement;61.7
17;3;58;Appartement;59.2
786;4;73;Appartement;73.6
85;2;22;Appartement;24.23
747;4;67;Appartement;71.16
3;2;30;Appartement;29.82
253;1;29;Appartement;30.54
42;1;22;Appartement;20.22
137;4;69;Appartement;69.3
32;1;35;Appartement;20.17
132;4;74;Appartement;75.91
171;3;62;Appartement;53.75
177;4;96;Appartement;85.19
159;3;62;Appartement;63.04
113;3;65;Appartement;65.53
137;2;47;Appartement;47.21
191;3;65;Appartement;64.01
172;2;28;Appartement;61.85
93;4;86;Appartement;83.87
338;2;42;Appartement;41.89
46;2;35;Appartement;37.67
90;3;48;Appartement;45.68
163;1;32;Appartement;32.26
61;4;76;Appartement;76.9
28;3;66;Appartement;68.4
138;5;103;Appartement;103.46
5;3;69;Appartement;71.32
36;1;23;Appartement;22.17
87;4;88;Appartement;83.08
274;1;24;Appartement;23.19
57;2;36;Appartement;37.72
25;2;60;Appartement;55.64
15;2;33;Appartement;36.95
68;3;72;Appartement;71.35
73;1;20;Appartement;19.49
44;2;38;Appartement;38.62
17;3;42;Maison;71.75
142;2;39;Appartement;65.43
29;2;29;Appartement;29.09
31;2;38;Appartement;29.03
98;3;49;Appartement;48.05
239;3;43;Appartement;43.32
129;3;55;Maison;64.47
133;3;52;Appartement;52.28
6;1;26;Appartement;26.3
1;2;36;Appartement;39.06
88;2;32;Appartement;30.96
133;3;52;Appartement;52.62
112;2;43;Appartement;42.35
60;3;64;Appartement;63.85
14;2;28;Appartement;26.54
86;2;40;Appartement;40.2
60;3;63;Appartement;63.67
86;3;61;Appartement;64.25
504;4;60;Appartement;100
98;1;22;Appartement;22.15
57;3;60;Appartement;61.03
75;3;64;Appartement;63.02
43;2;35;Appartement;34.84
115;3;64;Appartement;64.7
81;2;45;Appartement;44.86
8;3;63;Appartement;61.78
79;2;37;Appartement;36.91
85;1;21;Appartement;20.1
